sepal.length,sepal.width,petal.length,petal.width,class
0.16666666666666674,0.45833333333333326,0.0847457627118644,0.0,Setosa
0.0,0.41666666666666674,0.01694915254237289,0.0,Setosa
0.4166666666666665,0.8333333333333333,0.033898305084745756,0.04166666666666667,Setosa
0.38888888888888884,1.0,0.0847457627118644,0.125,Setosa
0.08333333333333326,0.6666666666666667,0.0,0.04166666666666667,Setosa
0.13888888888888884,0.5833333333333333,0.15254237288135591,0.04166666666666667,Setosa
0.25,0.8749999999999998,0.0847457627118644,0.0,Setosa
0.05555555555555558,0.12499999999999989,0.05084745762711865,0.08333333333333333,Setosa
0.19444444444444442,0.625,0.1016949152542373,0.20833333333333331,Setosa
0.75,0.5,0.6271186440677966,0.5416666666666667,Versicolor
0.16666666666666674,0.16666666666666663,0.38983050847457623,0.375,Versicolor
0.19444444444444442,0.0,0.423728813559322,0.375,Versicolor
0.44444444444444464,0.5,0.6440677966101694,0.7083333333333334,Versicolor
0.4722222222222223,0.29166666666666674,0.6949152542372881,0.6250000000000001,Versicolor
0.4722222222222223,0.5833333333333333,0.5932203389830508,0.6250000000000001,Versicolor
0.2222222222222221,0.20833333333333326,0.3389830508474576,0.4166666666666667,Versicolor
0.5555555555555556,0.5416666666666665,0.847457627118644,1.0,Virginica
0.16666666666666674,0.20833333333333326,0.5932203389830508,0.6666666666666667,Virginica
0.8055555555555556,0.6666666666666667,0.8644067796610169,1.0,Virginica
0.9444444444444442,0.7499999999999998,0.9661016949152543,0.8750000000000001,Virginica
0.9444444444444442,0.25,1.0,0.9166666666666666,Virginica
0.4722222222222223,0.08333333333333337,0.6779661016949152,0.5833333333333334,Virginica
1.0,0.7499999999999998,0.9152542372881356,0.7916666666666667,Virginica
0.4999999999999998,0.25,0.7796610169491525,0.5416666666666667,Virginica
